level,string,length,n_leave_node,n_ending,n
2,"姑娘道喜",4,2,2,2
2,"姑娘起的",4,2,2,2
2,"姑娘瞧瞧",4,2,2,2
2,"姑娘昨儿",4,2,2,2
2,"姑娘已经",4,2,2,2
2,"姑娘姐姐",4,2,2,2
2,"姑娘回来",4,2,2,2
2,"姑娘做了",4,2,2,2
2,"姑娘从来",4,2,2,2
2,"姑娘今日",4,2,2,2
1,"姑子",2,40,48,64
2,"姑子去",3,5,5,5
2,"姑子说了",4,2,2,2
1,"姑奶奶",3,34,39,47
2,"姑奶奶的",4,3,4,5
1,"姑妈",2,29,36,45
2,"姑妈那边",4,2,2,2
2,"姑妈听",3,3,3,3
1,"姑爷",2,23,25,28
1,"姑太太的",4,2,2,2
0,"几",1,74,160,1396
1,"几个",2,112,152,369
2,"几个人",3,28,31,35
3,"几个人来",4,3,3,3
2,"几个钱",3,23,26,29
2,"几个小",3,6,9,27
2,"几个字",3,14,15,16
2,"几个老婆子",5,6,6,6
2,"几个丫头老婆",6,2,2,2
2,"几个来",3,6,6,6
2,"几个家人",4,3,3,3
2,"几个家下人",5,2,2,2
2,"几个当铺里",5,2,2,2
2,"几个管事",4,1,2,3
3,"几个管事的",5,2,2,2
2,"几个脑袋",4,2,2,2
1,"几句",2,55,61,100
1,"几年",2,63,76,99
1,"几天",2,65,71,80
2,"几天不",3,4,4,4
2,"几天就",3,3,3,3
1,"几日",2,68,72,79
2,"几日不见",4,3,3,3
1,"几次",2,36,37,38
1,"几时",2,27,30,33
1,"几两银子",4,20,23,26
1,"几件",2,22,25,31
2,"几件事",3,3,4,5
3,"几件事过",4,2,2,2
2,"几件半新不旧的",7,2,2,2
1,"几处",2,21,24,28
1,"几样",2,20,22,24
1,"几乎不曾",4,4,4,4
1,"几乎没",3,3,3,3
1,"几岁",2,8,10,22
2,"几岁了",3,9,9,9
1,"几百钱",3,8,8,8
1,"几位",2,15,17,19
1,"几声",2,17,17,17
1,"几千银子",4,5,5,5
1,"几千两银子",5,3,3,3
1,"几下",2,10,11,15
2,"几下子",3,5,5,5
1,"几分",2,10,12,14
1,"几十个",3,3,3,3
1,"几十两银子",5,2,2,2
1,"几遍",2,8,8,8
1,"几步",2,7,7,7
1,"几枝花儿",4,2,2,2
1,"几本书",3,2,2,2
1,"几亩地",3,2,2,2
0,"无",1,210,360,1393
1,"无人",2,59,74,110
2,"无人敢",3,5,5,5
2,"无人不",3,5,5,5
2,"无人声",3,4,4,4
2,"无人知道",4,3,3,3
2,"无人时",3,4,4,4
2,"无人处",3,4,4,4
2,"无人在",3,4,4,4
2,"无人看管",4,2,2,2
2,"无人照管",4,2,2,2
1,"无奈",2,45,52,70
2,"无奈贾",3,3,4,8
3,"无奈贾母",4,5,5,5
2,"无奈宝玉",4,4,4,4
2,"无奈宝蟾",4,2,2,2
2,"无奈他",3,3,3,3
1,"无事",2,41,43,48
2,"无事的人",4,3,3,3
1,"无话",2,45,46,47
1,"无可",2,16,23,47
2,"无可奈何",4,6,6,6
1,"无法",2,24,27,37
2,"无法可处",4,2,2,2
1,"无所不至",4,5,5,5
1,"无所不为",4,4,4,4
1,"无不",2,20,25,31
2,"无不称",3,3,3,3
1,"无一",2,8,14,28
2,"无一人",3,5,5,5
1,"无言",2,10,13,22
2,"无言可对",4,3,3,3
1,"无故",2,19,20,21
1,"无情",2,10,13,21
2,"无情无义",4,2,3,4
3,"无情无义的",5,2,2,2
2,"无情的",3,4,4,4
1,"无妨",2,16,17,18
1,"无处",2,8,10,16
2,"无处可",3,4,4,4
1,"无趣",2,13,14,15
1,"无别",2,7,10,14
2,"无别话",3,3,3,3
1,"无干",2,13,13,13
1,"无声",2,13,13,13
1,"无甚大",3,3,3,3
1,"无缘",2,11,11,11
1,"无精打采",4,3,4,9
2,"无精打采的",5,6,6,6
1,"无非",2,10,10,10
1,"无论",2,7,8,10
2,"无论上下",4,3,3,3
1,"无碍",2,9,9,9
1,"无知识",3,2,2,2
1,"无知的",3,2,2,2
1,"无知无",3,2,2,2
1,"无味",2,9,9,9
1,"无赖",2,6,7,8
2,"无赖之徒",4,2,2,2
1,"无能",2,8,8,8
1,"无有不",3,5,5,5
1,"无措",2,7,7,7
1,"无数",2,7,7,7
1,"无语",2,6,6,6
1,"无计可施",4,3,3,3
1,"无聊之",3,3,3,3
1,"无考",2,6,6,6
1,"无理",2,6,6,6
1,"无意思",3,2,2,2
1,"无着落",3,4,4,4
1,"无成",2,5,5,5
1,"无影无踪",4,2,2,2
1,"无影响",3,2,2,2
1,"无头绪",3,2,2,2
1,"无双",2,5,5,5
1,"无儿",2,5,5,5
1,"无亲",2,5,5,5
1,"无下落",3,3,3,3
1,"无花朵",3,2,2,2
1,"无父母",3,1,2,3
2,"无父母兄弟",5,2,2,2
1,"无涉了",3,2,2,2
1,"无此物",3,2,2,2
1,"无方法",3,3,3,3
1,"无子",2,4,4,4
1,"无为有处有还无",7,2,2,2
1,"无立足之地",5,2,2,2
1,"无耻之",3,2,2,2
1,"无日不",3,2,2,2
1,"无名之",3,2,2,2
0,"后",1,439,577,1391
1,"后来",2,56,77,140
2,"后来听见",4,7,8,9
3,"后来听见有",5,2,2,2
2,"后来又",3,8,9,10
3,"后来又见",4,2,2,2
2,"后来我",3,6,7,9
3,"后来我们",4,3,3,3
2,"后来见",3,6,7,8
3,"后来见宝玉",5,2,2,2
2,"后来还是",4,4,4,4
2,"后来二爷",4,2,2,2
2,"后来宝玉",4,3,3,3
2,"后来贾",3,3,3,3
2,"后来老爷",4,2,2,2
2,"后来就",3,3,3,3
2,"后来他",3,3,3,3
2,"后来不",3,3,3,3
1,"后面",2,37,44,59
2,"后面又画",4,1,2,4
3,"后面又画着",5,3,3,3
2,"后面又有",4,3,3,3
2,"后面有人叫道",6,2,2,2
2,"后面一",3,3,3,3
1,"后门",2,18,23,40
2,"后门上",3,6,7,10
3,"后门上的",4,2,3,4
4,"后门上的人",5,2,2,2
1,"后悔",2,20,24,37
2,"后悔不来",4,4,4,4
2,"后悔不及",4,4,4,4
1,"后头",2,26,30,34
1,"后日",2,19,23,28
2,"后日一早",4,2,2,2
1,"后事",2,18,21,27
2,"后事如何",4,5,5,5
1,"后再",2,16,19,23
1,"后院",2,9,11,16
1,"后儿",2,10,13,16
1,"后有",2,6,8,14
2,"后有一行小",5,2,2,2
1,"后也",2,6,8,12
1,"后的",2,8,9,11
2,"后的话",3,3,3,3
1,"后才",2,11,11,11
1,"后人",2,7,8,9
2,"后人的",3,2,2,2
1,"后我",2,8,8,8
1,"后听",2,7,7,7
1,"后廊下",3,2,2,2
1,"后廊上",3,2,2,2
1,"后走来",3,2,2,2
1,"后邢夫人",4,2,2,2
1,"后果然",3,2,2,2
1,"后转出一个",5,2,2,2
1,"后间去",3,2,2,2
1,"后想起",3,2,2,2
1,"后得了一",4,2,2,2
1,"后到了",3,2,2,2
0,"黛",1,8,9,1378
1,"黛玉",2,264,388,1370
2,"黛玉道",3,167,167,167
2,"黛玉笑",3,6,11,108
3,"黛玉笑道",4,91,91,91
3,"黛玉笑了一笑",6,3,3,3
2,"黛玉听了",4,37,38,47
3,"黛玉听了这话",6,5,5,5
2,"黛玉听说",4,13,13,13
2,"黛玉的",3,27,34,53
3,"黛玉的病",4,3,4,6
3,"黛玉的心",4,4,4,4
3,"黛玉的事",4,3,3,3
2,"黛玉便",3,25,29,39
3,"黛玉便说",4,3,4,5
4,"黛玉便说道",5,2,2,2
2,"黛玉又",3,21,25,30
3,"黛玉又道",4,3,3,3
2,"黛玉一",3,17,21,30
3,"黛玉一面",4,7,7,7
2,"黛玉忙",3,10,16,26
3,"黛玉忙笑道",5,4,4,4
3,"黛玉忙问",4,3,3,3
2,"黛玉也",3,11,16,25
3,"黛玉也不",4,6,6,6
2,"黛玉见他",4,7,8,9
2,"黛玉只",3,14,17,20
2,"黛玉因",3,11,14,19
3,"黛玉因问道",5,3,3,3
2,"黛玉不",3,14,16,19
3,"黛玉不觉",4,3,3,3
2,"黛玉看",3,6,9,15
2,"黛玉说",3,7,8,13
3,"黛玉说道",4,6,6,6
2,"黛玉自",3,8,10,12
2,"黛玉正在那里",6,3,3,3
2,"黛玉已",3,7,9,12
3,"黛玉已死",4,3,3,3
2,"黛玉虽不",4,3,3,3
2,"黛玉在",3,7,9,11
2,"黛玉方",3,10,10,10
2,"黛玉点点头儿",6,6,6,6
2,"黛玉点头",4,3,3,3
2,"黛玉微微",4,4,5,7
3,"黛玉微微睁眼",6,3,3,3
2,"黛玉先",3,6,7,8
3,"黛玉先笑道",5,2,2,2
2,"黛玉冷笑道",5,7,7,7
2,"黛玉等",3,7,7,7
2,"黛玉这般光景",6,2,2,2
2,"黛玉这几",4,2,2,2
2,"黛玉是",3,6,6,6
2,"黛玉此时心",5,1,2,3
3,"黛玉此时心中",6,2,2,2
2,"黛玉送至",4,2,2,2
2,"黛玉送到",4,2,2,2
2,"黛玉进来",4,2,2,2
2,"黛玉湘云二人",6,2,2,2
2,"黛玉起来",4,2,2,2
2,"黛玉瞧了",4,2,2,2
2,"黛玉睡下",4,3,3,3
2,"黛玉宝钗等",5,2,2,2
2,"黛玉脸上",4,2,2,2
2,"黛玉红了脸",5,2,2,2
2,"黛玉生不同人",6,2,2,2
2,"黛玉处去",4,2,2,2
2,"黛玉写了",4,2,2,2
2,"黛玉嗤的一声笑",7,2,2,2
0,"天",1,387,523,1363
1,"天天",2,69,95,138
2,"天天在一",4,1,2,3
3,"天天在一处",5,2,2,2
2,"天天在家里",5,2,2,2
2,"天天在园",4,2,2,2
2,"天天过来",4,4,4,4
2,"天天有人",4,2,2,2
2,"天天吃",3,4,4,4
2,"天天说",3,3,3,3
2,"天天只",3,3,3,3
2,"天天不",3,3,3,3
1,"天下",2,31,45,66
2,"天下的事",4,4,4,4
2,"天下之",3,4,4,4
2,"天下竟有这等",6,2,2,2
1,"天的",2,34,36,41
1,"天气",2,16,24,36
2,"天气冷了",4,2,2,2
2,"天气寒冷",4,2,2,2
1,"天上",2,13,20,33
2,"天上人间",4,5,5,5
2,"天上的",3,3,3,3
1,"天地",2,20,23,30
2,"天地间",3,5,5,5
2,"天地之",3,3,3,3
1,"天已",2,10,15,23
2,"天已四更",4,3,3,3
2,"天已二更",4,3,3,3
1,"天不",2,15,18,21
1,"天就",2,14,15,16
1,"天生的",3,3,3,3
1,"天明",2,12,13,14
1,"天也",2,6,8,12
2,"天也不容你",5,2,2,2
1,"天了",2,11,11,11
1,"天又",2,9,10,11
1,"天还",2,8,9,10
2,"天还早",3,2,2,2
1,"天色尚早",4,3,3,3
1,"天色将晚",4,2,2,2
1,"天色已",3,2,2,2
1,"天有",2,6,8,10
2,"天有不测风云",6,2,2,2
1,"天长",2,7,8,9
2,"天长日久",4,2,2,2
1,"天没见",3,2,2,2
1,"天理良心",4,2,2,2
1,"天之",2,7,7,7
1,"天然",2,6,6,6
1,"天机不可泄漏",6,2,2,2
1,"天我",2,6,6,6
1,"天子脚下",4,2,2,2
1,"天伦之",3,2,2,2
1,"天黑了",3,3,3,3
1,"天香楼",3,3,3,3
1,"天翻地覆",4,4,4,4
1,"天热",2,5,5,5
1,"天未明",3,2,2,2
1,"天知道罢了",5,2,2,2
1,"天花散漫",4,2,2,2
1,"天日的",3,2,2,2
1,"天怎么",3,2,2,2
1,"天开的白",4,2,2,2
1,"天尽头",3,2,2,2
1,"天分高",3,2,2,2
0,"然",1,331,452,1287
1,"然后",2,54,85,144
2,"然后又",3,12,12,12
2,"然后方",3,7,7,7
2,"然后再",3,3,4,5
3,"然后再回",4,2,2,2
2,"然后过来",4,1,2,3
3,"然后过来辞",5,2,2,2
2,"然后贾",3,4,4,4
2,"然后宝玉",4,3,3,3
2,"然后回",3,4,4,4
2,"然后大家",4,2,2,2
2,"然后命",3,3,3,3
1,"然是",2,44,59,94
2,"然是个",3,13,13,13
1,"然不",2,31,42,65
2,"然不知",3,3,3,3
1,"然有",2,15,20,29
2,"然有些",3,6,6,6
1,"然这",2,12,16,27
1,"然一",2,17,19,23
1,"然就",2,8,11,16
1,"然又",2,9,12,15
1,"然好",2,13,13,13
1,"然我",2,9,10,12
1,"然而",2,7,8,11
1,"然无",2,5,7,11
1,"然你",2,8,9,10
2,"然你是",3,2,2,2
1,"然都",2,6,7,9
1,"然比",2,5,7,9
2,"然比别人",4,2,2,2
1,"然见",2,5,6,7
2,"然见了",3,2,2,2
1,"然在",2,7,7,7
1,"然和",2,6,6,6
1,"然亦不",3,2,2,2
1,"然人",2,5,5,5
1,"然生得",3,2,2,2
1,"然告诉了",4,2,2,2
1,"然替你解",4,2,2,2
1,"然坐在",3,2,2,2
0,"前",1,407,524,1278
1,"前儿",2,48,74,140
2,"前儿我",3,13,15,17
2,"前儿你",3,6,6,6
2,"前儿还",3,5,5,5
2,"前儿一",3,5,5,5
2,"前儿晚上",4,4,4,4
2,"前儿那",3,4,4,4
2,"前儿的那",4,2,2,2
2,"前儿有人",4,2,2,2
2,"前儿又",3,4,4,4
2,"前儿也",3,4,4,4
2,"前儿听见",4,3,3,3
2,"前儿送",3,3,3,3
2,"前儿在一",4,2,2,2
1,"前日",2,50,65,96
2,"前日我在",4,2,2,2
2,"前日我们",4,2,2,2
2,"前日听见",4,4,4,4
2,"前日听得",4,2,2,2
2,"前日的话",4,2,2,2
2,"前日尸场上",5,2,2,2
2,"前日有人",4,2,2,2
2,"前日在",3,3,3,3
2,"前日出门",4,2,2,2
1,"前头",2,23,27,41
2,"前头的话",4,2,2,2
2,"前头去",3,2,3,4
3,"前头去了",4,2,2,2
1,"前来",2,39,39,39
1,"前面",2,19,21,23
1,"前去",2,21,22,23
1,"前一",2,12,16,22
1,"前后",2,13,16,21
2,"前后门",3,3,3,3
1,"前年",2,11,14,19
2,"前年我在",4,3,3,3
1,"前的",2,15,16,17
1,"前人",2,13,15,17
1,"前那般",3,2,2,2
1,"前那样",3,2,2,2
1,"前那么",3,2,2,2
1,"前有一",3,2,2,2
1,"前因",2,7,7,7
1,"前了",2,7,7,7
1,"前问",2,6,6,6
1,"前行",2,6,6,6
1,"前番那",3,2,2,2
1,"前次见",3,2,2,2
1,"前几年",3,2,2,2
1,"前上了",3,2,2,2
1,"前过去",3,2,2,2
1,"前代所",3,2,2,2
1,"前都是",3,2,2,2
1,"前言不",3,2,2,2
1,"前两张",3,2,2,2
1,"前两天",3,2,2,2
1,"前者老",3,2,2,2
1,"前经过",3,2,2,2
1,"前春色",3,2,2,2
1,"前承奉",3,2,2,2
1,"前引导",3,2,2,2
1,"前又不",3,2,2,2
1,"前世的",3,2,2,2
0,"为",1,294,432,1277
1,"为什么",3,71,90,162
2,"为什么不",4,28,31,34
2,"为什么这样",5,5,5,5
2,"为什么这么",5,3,3,3
2,"为什么要",4,5,5,5
2,"为什么又",4,5,5,5
2,"为什么打你",5,2,2,2
2,"为什么你",4,4,4,4
1,"为他",2,31,39,52
2,"为他不",3,3,3,3
1,"为人",2,37,40,44
2,"为人行事",4,3,3,3
1,"为这",2,12,17,43
2,"为这个",3,13,15,18
3,"为这个不自在",6,2,2,2
1,"为你",2,32,35,43
2,"为你们",3,4,4,4
1,"为我",2,19,25,35
1,"为是",2,26,27,29
1,"为何",2,18,21,28
2,"为何不",3,5,5,5
1,"为着",2,14,16,20
2,"为着一",3,3,3,3
1,"为难",2,14,15,18
1,"为此",2,10,11,12
1,"为真",2,10,10,10
1,"为得了",3,5,5,5
1,"为得罪了",4,2,2,2
1,"为奇",2,10,10,10
1,"为首",2,6,7,8
2,"为首的",3,2,2,2
1,"为大爷",3,2,2,2
1,"为大家",3,2,2,2
1,"为主",2,7,7,7
1,"为那",2,7,7,7
1,"为由",2,6,6,6
1,"为谁",2,6,6,6
1,"为自己",3,3,3,3
1,"为自得",3,2,2,2
1,"为王了",3,2,2,2
1,"为妾",2,6,6,6
1,"为事",2,6,6,6
1,"为之",2,6,6,6
1,"为阴",2,5,5,5
1,"为贾母",3,3,3,3
1,"为悲",2,5,5,5
1,"为姑娘",3,2,3,4
2,"为姑娘的",4,2,2,2
1,"为一个",3,2,2,2
1,"为老爷",3,2,2,2
1,"为罕事",3,2,2,2
1,"为官做宰的",5,2,2,2
1,"为兄弟",3,2,2,2
1,"为二爷",3,3,3,3
1,"为风月",3,2,2,2
1,"为国家",3,2,2,2
1,"为后日",3,2,2,2
1,"为世人",3,2,2,2
0,"别",1,164,286,1257
1,"别人",2,116,144,235
2,"别人不",3,5,8,16
3,"别人不知道",5,3,3,3
2,"别人的",3,10,10,10
2,"别人都",3,7,8,9
3,"别人都不",4,2,2,2
2,"别人家",3,5,6,8
3,"别人家的",4,3,3,3
2,"别人还可",4,3,3,3
2,"别人还不",4,2,2,2
2,"别人也",3,4,5,6
3,"别人也不",4,2,2,2
2,"别人听见",4,2,2,2
2,"别人又",3,5,5,5
2,"别人了",3,3,3,3
1,"别的",2,76,97,162
2,"别的事",3,15,17,19
2,"别的姊妹",4,4,6,8
3,"别的姊妹去",5,2,2,2
3,"别的姊妹们",5,2,2,2
2,"别的都",3,5,6,7
3,"别的都不",4,2,2,2
2,"别的女孩子",5,4,4,4
2,"别的一",3,4,4,4
2,"别的法子",4,3,3,3
2,"别的罢了",4,2,2,2
1,"别说",2,30,41,79
2,"别说这个",4,3,3,3
2,"别说是",3,7,7,7
2,"别说我",3,5,6,7
3,"别说我们",4,2,2,2
2,"别说他",3,4,5,6
3,"别说他是",4,2,2,2
2,"别说你们",4,2,2,2
2,"别说话",3,4,4,4
1,"别处",2,18,23,50
2,"别处去",3,15,16,21
1,"别叫",2,11,16,35
2,"别叫他",3,6,7,9
3,"别叫他们",4,3,3,3
2,"别叫我",3,6,6,6
2,"别叫人",3,5,5,5
1,"别管",2,9,11,21
2,"别管他",3,4,5,8
3,"别管他们",4,4,4,4
1,"别提起",3,6,6,6
1,"别提这事",4,2,2,2
1,"别混说",3,4,5,6
1,"别是",2,12,13,14
1,"别和他",3,4,5,6
2,"别和他们",4,2,2,2
1,"别个",2,9,10,12
1,"别这么说",4,3,3,3
1,"别这样说",4,2,2,2
1,"别多心",3,8,8,8
1,"别动",2,11,11,11
1,"别无",2,7,8,10
2,"别无他",3,3,3,3
1,"别过",2,7,8,9
2,"别过了",3,2,2,2
1,"别委屈了",4,2,3,6
2,"别委屈了他",5,2,3,4
3,"别委屈了他们",6,2,2,2
1,"别告诉宝",4,1,2,3
2,"别告诉宝玉",5,2,2,2
1,"别来",2,7,7,7
1,"别闹了",3,3,3,3
1,"别理他",3,4,4,4
1,"别理那",3,2,2,2
1,"别话",2,5,5,5
1,"别有一",3,1,2,3
2,"别有一种",4,2,2,2
1,"别放你娘的屁",6,2,2,2
1,"别听那些",4,2,2,2
1,"别错了",3,2,2,2
1,"别开生面",4,2,2,2
1,"别一味",3,2,2,2
1,"别一个",3,2,2,2
1,"别耽误了",4,2,2,2
1,"别吓着老",4,2,2,2
1,"别讨我",3,2,2,2
1,"别自己",3,2,2,2
1,"别由他",3,2,2,2
1,"别打谅",3,2,2,2
1,"别想着",3,2,2,2
1,"别怪我",3,2,2,2
1,"别出来",3,2,2,2
1,"别冤屈了好人",6,2,2,2
1,"别拉拉扯扯的",6,2,2,2
0,"意",1,628,703,1255
1,"意思",2,158,172,219
2,"意思了",3,9,9,9
2,"意思还要",4,2,2,2
1,"意的",2,39,41,49
2,"意的事",3,5,5,5
1,"意不",2,15,19,36
1,"意欲",2,17,23,29
1,"意外",2,5,7,16
1,"意来",2,8,8,8
1,"意在这",3,1,2,3
1,"意在此",3,2,2,2
1,"意出去",3,2,2,2
1,"意罢了",3,2,2,2
1,"意而已",3,2,2,2
0,"再",1,161,294,1255
1,"再不",2,39,59,123
2,"再不敢",3,10,11,18
3,"再不敢了",4,8,8,8
2,"再不能",3,11,12,13
2,"再不说了",4,3,3,3
2,"再不说你",4,2,2,2
2,"再不许",3,6,6,6
2,"再不然",3,5,5,5
2,"再不必",3,4,4,4
1,"再说",2,52,57,70
2,"再说罢",3,7,7,7
2,"再说话儿",4,3,3,3
1,"再来",2,43,47,52
1,"再者",2,40,41,42
1,"再去",2,31,32,33
1,"再要",2,16,20,26
2,"再要说",3,3,3,3
2,"再要不",3,3,3,3
1,"再有",2,8,14,23
2,"再有一点",4,2,2,2
2,"再有的",3,3,3,3
1,"再三",2,12,16,23
2,"再三的",3,3,3,3
1,"再过几年",4,4,4,4
1,"再看",2,11,14,22
2,"再看看",3,3,4,5
3,"再看看王夫人",6,2,2,2
2,"再看时",3,3,3,3
2,"再看不出",4,2,2,2
1,"再没",2,6,9,22
2,"再没有",3,9,10,11
2,"再没别人",4,2,2,2
1,"再问",2,15,18,21
1,"再作",2,11,13,19
2,"再作道理",4,6,6,6
1,"再吃",2,10,12,18
2,"再吃一杯",4,3,3,3
1,"再请",2,15,16,17
1,"再四",2,11,13,16
1,"再无人了",4,2,2,2
1,"再无别",3,3,3,3
1,"再无不",3,3,3,3
1,"再找",2,8,10,15
2,"再找不着",4,3,3,3
2,"再找去",3,3,3,3
1,"再打发他",4,2,2,2
1,"再打发人",4,2,2,2
1,"再打听",3,3,3,3
1,"再想",2,8,10,14
2,"再想不到",4,3,3,3
1,"再回",2,9,11,13
1,"再瞧",2,10,11,12
1,"再往",2,6,9,12
1,"再迟一步",4,1,2,3
2,"再迟一步也",5,2,2,2
1,"再迟了就",4,2,2,2
1,"再走",2,11,11,11
1,"再见",2,9,10,11
1,"再别说这",4,2,2,2
1,"再别提起",4,2,2,2
1,"再一",2,7,9,11
1,"再给他",3,2,3,4
2,"再给他些",4,2,2,2
1,"再给你",3,1,2,3
2,"再给你送来",5,2,2,2
1,"再叫",2,6,8,10
2,"再叫他",3,2,2,2
2,"再叫不",3,2,2,2
1,"再也",2,8,9,10
2,"再也没",3,2,2,2
1,"再闹",2,5,7,9
2,"再闹我就",4,2,2,2
2,"再闹就",3,2,2,2
1,"再添上",3,4,4,4
1,"再添一个人",5,2,2,2
1,"再添些",3,2,2,2
1,"再拿",2,9,9,9
1,"再多说",3,2,2,2
1,"再多言",3,2,2,2
1,"再坐一",3,2,3,4
2,"再坐一坐",4,2,2,2
1,"再和那",3,3,3,3
1,"再和他",3,3,3,3
1,"再和你们",4,2,2,2
1,"再听",2,6,7,9
2,"再听下回分解",6,3,3,3
1,"再细细",3,2,3,4
2,"再细细的",4,2,2,2
1,"再等一",3,2,3,4
2,"再等一会子",5,2,2,2
1,"再这么",3,3,4,5
1,"再这样",3,2,2,2
1,"再定",2,7,7,7
1,"再派了",3,2,2,2
1,"再商议",3,2,2,2
1,"再动",2,6,6,6
1,"再进去",3,3,3,3
1,"再把我们",4,2,2,2
1,"再把那",3,2,2,2
1,"再到各",3,2,2,2
1,"再休提",3,3,3,3
1,"再遇见",3,2,2,2
1,"再遇着",3,2,2,2
1,"再送来",3,2,2,2
1,"再议",2,4,4,4
1,"再睡不",3,2,2,2
1,"再斟酌",3,2,2,2
1,"再念一",3,2,2,2
1,"再各自",3,2,2,2
1,"再办",2,4,4,4
1,"再告诉你",4,2,2,2
1,"再至于",3,2,2,2
1,"再另打",3,2,2,2
0,"门",1,423,514,1237
1,"门上",2,36,53,117
2,"门上的人",4,12,13,16
3,"门上的人道",5,4,4,4
2,"门上人",3,9,9,9
2,"门上有人说",5,2,2,2
2,"门上值日的婆子",7,2,2,2
1,"门前",2,63,68,73
1,"门口",2,52,55,60
2,"门口等着",4,3,3,3
1,"门外",2,34,38,46
2,"门外头",3,5,5,5
1,"门子",2,22,30,45
2,"门子道",3,5,5,5
1,"门的",2,26,31,37
2,"门的婆子听",5,2,2,2
1,"门来",2,23,26,29
1,"门出去",3,12,13,14
1,"门进去",3,9,9,9
1,"门进来",3,7,8,9
1,"门户",2,11,11,11
1,"门下",2,7,8,9
2,"门下清客相公",6,2,2,2
1,"门开了",3,3,3,3
1,"门开着",3,2,2,2
1,"门也不",3,3,3,3
1,"门斗上新",4,2,2,2
1,"门路",2,5,5,5
1,"门等着",3,2,3,4
2,"门等着呢",4,2,2,2
1,"门掩上",3,2,2,2
1,"门响处",3,2,2,2
1,"门当户对的",5,2,2,2
1,"门都关上",4,2,2,2
1,"门缝儿",3,2,2,2
1,"门大开",3,2,2,2
1,"门半掩",3,2,2,2
0,"丫",1,1,3,1228
1,"丫头",2,260,352,1002
2,"丫头们",3,70,95,146
3,"丫头们也",4,4,5,7
3,"丫头们说",4,5,5,5
3,"丫头们的",4,5,5,5
3,"丫头们忙",4,5,5,5
3,"丫头们在",4,4,4,4
3,"丫头们跟前",5,2,2,2
3,"丫头们看",4,3,3,3
3,"丫头们去",4,3,3,3
3,"丫头们出",4,3,3,3
3,"丫头们不",4,3,3,3
2,"丫头道",3,28,28,28
2,"丫头来",3,12,16,26
3,"丫头来问",4,4,4,4
3,"丫头来请",4,4,4,4
2,"丫头的",3,19,22,25
2,"丫头也",3,15,17,21
3,"丫头也是",4,4,4,4
2,"丫头在",3,7,11,20
3,"丫头在那里",5,5,5,5
2,"丫头去",3,10,11,17
2,"丫头说",3,12,13,14
2,"丫头便",3,8,9,12
2,"丫头听见",4,4,4,4
2,"丫头听了",4,4,4,4
2,"丫头不",3,11,11,11
2,"丫头老婆",4,6,8,10
3,"丫头老婆子",5,2,2,2
3,"丫头老婆们",5,2,2,2
2,"丫头过来",4,7,7,7
2,"丫头倒",3,6,7,8
2,"丫头送去",4,2,2,2
2,"丫头跟着",4,4,4,4
2,"丫头虽",3,6,6,6
2,"丫头就",3,6,6,6
2,"丫头媳妇们",5,3,3,3
2,"丫头打着",4,2,2,2
2,"丫头传进话",5,2,2,2
2,"丫头传话",4,2,2,2
2,"丫头这样",4,2,2,2
2,"丫头名唤",4,2,2,2
1,"丫鬟",2,71,99,225
2,"丫鬟们",3,38,43,52
3,"丫鬟们忙",4,4,4,4
3,"丫鬟们回说",5,3,3,3
2,"丫鬟都",3,4,5,6
3,"丫鬟都笑",4,2,2,2
2,"丫鬟等",3,6,6,6
2,"丫鬟回说",4,2,2,2
2,"丫鬟走",3,4,4,4
2,"丫鬟在",3,4,4,4
2,"丫鬟伺候",4,3,3,3
0,"妹",1,247,339,1225
1,"妹妹",2,172,228,422
2,"妹妹的",3,23,25,28
3,"妹妹的事",4,3,3,3
2,"妹妹这",3,6,8,11
3,"妹妹这样",4,3,3,3
2,"妹妹不",3,9,9,9
2,"妹妹那里",4,5,5,5
2,"妹妹身上",4,4,5,6
3,"妹妹身上好",5,2,2,2
2,"妹妹们",3,4,6,8
3,"妹妹们都",4,2,2,2
3,"妹妹们的",4,2,2,2
2,"妹妹一样",4,2,2,2
2,"妹妹一处",4,2,2,2
2,"妹妹一个",4,2,2,2
2,"妹妹呢",3,5,5,5
2,"妹妹了",3,5,5,5
2,"妹妹都在",4,2,2,2
2,"妹妹有",3,5,5,5
2,"妹妹坐着",4,1,2,4
3,"妹妹坐着罢",5,3,3,3
2,"妹妹罢",3,4,4,4
2,"妹妹可",3,4,4,4
2,"妹妹还是",4,2,2,2
2,"妹妹如今",4,2,2,2
2,"妹妹回来",4,2,2,2
1,"妹子",2,37,40,43
1,"妹都",2,8,11,18
2,"妹都在",3,5,5,5
1,"妹去",2,13,14,15
1,"妹不",2,12,13,14
1,"妹也",2,7,9,13
1,"妹说",2,8,8,8
1,"妹出了",3,2,2,2
0,"外",1,281,370,1221
1,"外头",2,111,158,318
2,"外头的",3,21,27,40
3,"外头的事",4,6,6,6
3,"外头的人",4,5,5,5
2,"外头有",3,10,12,17
3,"外头有人",4,4,4,4
3,"外头有个",4,3,3,3
2,"外头去",3,11,11,11
2,"外头说",3,6,8,10
3,"外头说道",4,2,2,2
3,"外头说去",4,2,2,2
2,"外头人",3,6,6,6
2,"外头不",3,6,6,6
2,"外头老爷",4,2,3,4
3,"外头老爷们",5,2,2,2
