level,string,length,n_leave_node,n_ending,n
1,"的歪在床上",5,2,2,2
1,"的欢喜",3,3,3,3
1,"的斗篷",3,3,3,3
1,"的志气",3,3,3,3
1,"的张大",3,2,2,2
1,"的床上",3,2,2,2
1,"的并非",3,2,2,2
1,"的尸首",3,3,3,3
1,"的学问",3,3,3,3
1,"的威风",3,2,2,2
1,"的奇怪",3,3,3,3
1,"的内眷",3,2,2,2
1,"的鼻子眼",4,2,2,2
1,"的遇见这",4,2,2,2
1,"的赵姨娘",4,2,2,2
1,"的菊花诗",4,2,2,2
1,"的闷气",3,2,2,2
1,"的里头",3,2,2,2
1,"的踪迹",3,2,2,2
1,"的谎话",3,2,2,2
1,"的读书",3,2,2,2
1,"的解说",3,2,2,2
1,"的脖子",3,2,2,2
1,"的聪明人",4,2,2,2
1,"的粮食",3,2,2,2
1,"的算帐",3,2,2,2
1,"的硬朗",3,2,2,2
1,"的棺材",3,2,2,2
1,"的梦来",3,2,2,2
1,"的板子",3,2,2,2
1,"的接了",3,2,2,2
1,"的庄子",3,2,2,2
1,"的帖子",3,2,2,2
1,"的师父",3,2,2,2
1,"的富贵",3,2,2,2
1,"的娶了",3,2,2,2
1,"的园子",3,2,2,2
1,"的商议",3,2,2,2
1,"的吉日",3,2,2,2
1,"的受不得了",5,2,2,2
1,"的取了",3,2,2,2
1,"的卷子",3,2,2,2
1,"的卧房",3,2,2,2
1,"的佛手",3,2,2,2
1,"的伤心",3,2,2,2
1,"的丸药",3,2,2,2
1,"的万人",3,2,2,2
0,"不",1,270,746,15009
1,"不知",2,193,282,1074
2,"不知道",3,169,182,279
3,"不知道呢",4,24,24,24
3,"不知道的",4,17,19,23
4,"不知道的人家",6,2,2,2
3,"不知道我的心",6,2,3,4
3,"不知道你们",5,2,2,2
2,"不知是",3,9,26,86
3,"不知是那一个",6,5,5,5
3,"不知是那里的",6,2,2,2
3,"不知是那个",5,5,5,5
3,"不知是何",4,9,9,9
3,"不知是谁",4,8,8,8
3,"不知是什么意思",7,3,3,3
3,"不知是怎么",5,3,3,3
3,"不知是死是活",6,3,3,3
2,"不知怎么",4,14,20,40
3,"不知怎么样",5,6,8,15
4,"不知怎么样了",6,4,4,4
2,"不知何",3,8,14,37
3,"不知何意",4,8,8,8
3,"不知何事",4,7,7,7
3,"不知何故",4,5,5,5
3,"不知何物",4,4,4,4
2,"不知那",3,9,12,31
3,"不知那里",4,5,7,14
4,"不知那里去了",6,6,6,6
4,"不知那里来的",6,2,2,2
3,"不知那个",4,4,4,4
3,"不知那一处",5,2,2,2
2,"不知他",3,12,17,22
3,"不知他在家里",6,2,2,2
2,"不知你",3,12,13,17
3,"不知你们",4,5,5,5
2,"不知好歹",4,11,12,16
3,"不知好歹的话",6,2,2,2
2,"不知我",3,7,9,15
3,"不知我的心",5,3,3,3
3,"不知我们这",5,2,2,2
2,"不知为何",4,7,7,7
2,"不知为什么原故",7,2,2,2
2,"不知谁",3,10,11,12
2,"不知可",3,9,10,12
3,"不知可是",4,3,3,3
2,"不知要怎么样才好",8,2,2,2
2,"不知要怎样",5,2,2,2
2,"不知要闹到什么",7,2,2,2
2,"不知什么",4,8,9,10
3,"不知什么事",5,2,2,2
2,"不知说些什么",6,2,2,2
2,"不知说什么",5,2,2,2
2,"不知说了",4,2,2,2
2,"不知不觉",4,6,7,8
3,"不知不觉的",5,2,2,2
2,"不知老太太",5,3,4,6
2,"不知底里",4,3,3,3
2,"不知底细",4,2,2,2
2,"不知又是",4,2,2,2
2,"不知还有",4,1,2,3
3,"不知还有什么",6,2,2,2
2,"不知所之",4,2,2,2
2,"不知得罪了",5,2,2,2
2,"不知得多少",5,2,2,2
2,"不知宝玉",4,3,3,3
2,"不知如今",4,3,3,3
2,"不知如何",4,2,2,2
2,"不知太太",4,0,2,4
3,"不知太太心里怎么样",9,2,2,2
3,"不知太太们",5,2,2,2
2,"不知作什么",5,2,2,2
2,"不知此时",4,2,2,2
2,"不知几时",4,3,3,3
2,"不知二爷",4,2,2,2
2,"不知将来如何",6,2,2,2
2,"不知里头",4,2,2,2
2,"不知因何",4,2,2,2
2,"不知世路",4,2,2,2
2,"不知受了多少",6,2,2,2
1,"不是",2,346,437,887
2,"不是我",3,19,29,65
3,"不是我说",4,9,10,11
3,"不是我们",4,8,9,10
4,"不是我们的",5,2,2,2
3,"不是我的",4,5,7,9
4,"不是我的罪",5,2,2,2
4,"不是我的心",5,2,2,2
2,"不是这个",4,8,8,8
2,"不是这么说",5,2,2,2
2,"不是什么",4,7,10,23
3,"不是什么大病",6,5,5,5
3,"不是什么好的",6,2,2,2
2,"不是别人",4,19,19,19
2,"不是那",3,12,16,20
2,"不是好",3,8,12,20
3,"不是好事",4,5,5,5
3,"不是好意",4,3,3,3
2,"不是他",3,13,14,20
2,"不是个",3,12,14,16
2,"不是你",3,14,14,14
2,"不是要",3,11,11,11
2,"不是咱们",4,6,7,9
2,"不是一",3,9,10,11
2,"不是为",3,9,9,9
2,"不是不",3,6,7,9
3,"不是不成",4,3,3,3
2,"不是正经",4,5,5,5
2,"不是正配",4,2,2,2
2,"不是老太太",5,2,2,2
2,"不是的",3,6,6,6
2,"不是大事",4,2,2,2
2,"不是外人",4,5,5,5
2,"不是袭人",4,4,4,4
2,"不是太太养的",6,3,3,3
2,"不是和尚",4,2,2,2
2,"不是二爷",4,3,3,3
2,"不是林家的人",6,2,2,2
2,"不是作诗",4,2,2,2
2,"不是也叫",4,2,2,2
2,"不是冤家不聚头",7,2,2,2
1,"不得",2,323,407,818
2,"不得了",3,45,45,45
2,"不得你",3,18,20,28
2,"不得一",3,9,12,26
3,"不得一时",4,6,6,6
2,"不得闲",3,10,11,17
3,"不得闲儿",4,7,7,7
2,"不得他",3,9,12,17
2,"不得主",3,8,9,16
3,"不得主意",4,8,8,8
2,"不得不",3,13,14,15
2,"不得已",3,13,13,13
2,"不得要",3,8,10,12
2,"不得人",3,7,8,9
2,"不得这样",4,2,2,2
2,"不得这些",4,2,2,2
2,"不得好死",4,2,3,4
3,"不得好死的",5,2,2,2
2,"不得大",3,6,6,6
2,"不得又",3,6,6,6
2,"不得见你",4,2,2,2
2,"不得有",3,5,5,5
2,"不得进去",4,2,2,2
2,"不得意",3,4,4,4
2,"不得回来",4,2,2,2
2,"不得吃",3,4,4,4
2,"不得空儿来",5,2,2,2
2,"不得跟了",4,2,2,2
2,"不得宝玉",4,2,2,2
1,"不好",2,314,346,557
2,"不好了",3,57,57,57
2,"不好意思",4,26,31,43
3,"不好意思说什么",7,2,2,2
2,"不好说",3,8,13,23
2,"不好看",3,13,13,13
2,"不好的",3,11,11,11
2,"不好呢",3,9,9,9
2,"不好听",3,8,8,8
2,"不好再说",4,2,2,2
2,"不好拦他",4,2,2,2
1,"不过",2,125,192,525
2,"不过是",3,81,99,142
3,"不过是个",4,12,13,14
4,"不过是个丫头",6,2,2,2
3,"不过是些",4,6,6,6
3,"不过是我的",5,2,2,2
3,"不过是几",4,3,3,3
3,"不过是现成的",6,2,2,2
2,"不过来",3,18,19,22
2,"不过一",3,5,6,11
3,"不过一时",4,6,6,6
2,"不过说些",4,3,3,3
2,"不过说了",4,1,2,3
2,"不过为",3,5,6,9
3,"不过为的是",5,4,4,4
2,"不过略",3,8,8,8
2,"不过我",3,7,7,7
2,"不过几个",4,3,3,3
2,"不过偶然",4,2,2,2
2,"不过偶感",4,2,2,2
2,"不过如此",4,5,5,5
2,"不过随",3,5,5,5
2,"不过的",3,5,5,5
2,"不过怕",3,5,5,5
2,"不过多",3,5,5,5
2,"不过吃了",4,2,2,2
2,"不过叫你",4,2,2,2
2,"不过三五",4,2,2,2
2,"不过大家取",5,2,2,2
2,"不过令其",4,2,2,2
2,"不过打几",4,2,2,2
2,"不过只有",4,2,2,2
1,"不敢",2,96,183,511
2,"不敢说",3,23,27,31
2,"不敢违拗",4,11,11,11
2,"不敢造次",4,10,10,10
2,"不敢惊动",4,8,9,10
3,"不敢惊动你",5,2,2,2
2,"不敢则声",4,9,9,9
2,"不敢擅入",4,6,6,6
2,"不敢回",3,7,8,9
3,"不敢回来",4,2,2,2
2,"不敢出门",4,2,2,2
2,"不敢出气",4,2,2,2
2,"不敢出声",4,2,2,2
2,"不敢不",3,6,7,9
3,"不敢不依",4,3,3,3
2,"不敢去",3,6,7,8
3,"不敢去的",4,2,2,2
2,"不敢自专",4,3,3,3
2,"不敢自己",4,2,2,2
2,"不敢问",3,5,5,5
2,"不敢轻",3,5,5,5
2,"不敢来",3,5,5,5
2,"不敢坐",3,5,5,5
2,"不敢怠慢",4,3,3,3
2,"不敢当",3,4,4,4
2,"不敢强",3,4,4,4
2,"不敢动",3,4,4,4
2,"不敢露出来",5,2,2,2
2,"不敢驳回",4,2,2,2
2,"不敢还言",4,2,2,2
2,"不敢见他",4,2,2,2
2,"不敢撒谎",4,2,2,2
2,"不敢劝他",4,2,2,2
2,"不敢大声说话",6,2,2,2
1,"不能",2,151,223,437
2,"不能了",3,14,14,14
2,"不能来",3,7,9,13
3,"不能来了",4,4,4,4
2,"不能见",3,6,8,12
3,"不能见面",4,4,4,4
2,"不能说",3,5,6,8
3,"不能说话",4,3,3,3
2,"不能好",3,3,4,7
3,"不能好的",4,1,2,4
2,"不能回来",4,4,4,4
2,"不能回家",4,3,3,3
2,"不能出",3,5,6,7
3,"不能出来",4,2,2,2
2,"不能言",3,3,4,6
3,"不能言语",4,3,3,3
2,"不能去",3,6,6,6
2,"不能多记",4,2,2,2
2,"不能吃",3,5,5,5
2,"不能入",3,5,5,5
2,"不能作诗",4,2,2,2
2,"不能作主",4,2,2,2
2,"不能为",3,5,5,5
2,"不能不",3,5,5,5
2,"不能解",3,4,4,4
2,"不能自",3,4,4,4
2,"不能脱身",4,3,3,3
2,"不能胜记",4,2,2,2
2,"不能相见",4,2,2,2
2,"不能照应",4,2,2,2
2,"不能支持",4,3,3,3
2,"不能在",3,4,4,4
2,"不能动",3,4,4,4
2,"不能久待",4,2,2,2
2,"不能送你了",5,2,2,2
2,"不能到手",4,2,2,2
2,"不能全然",4,2,2,2
2,"不能管教子侄",6,2,2,2
1,"不用",2,112,160,308
2,"不用说",3,20,25,42
3,"不用说了",4,11,11,11
3,"不用说这些话",6,2,2,2
3,"不用说的",4,3,3,3
2,"不用你",3,6,7,9
3,"不用你们",4,3,3,3
2,"不用他",3,4,5,8
3,"不用他们",4,2,3,4
4,"不用他们管",5,2,2,2
2,"不用操心",4,5,5,5
2,"不用忙",3,5,5,5
2,"不用过",3,5,5,5
2,"不用我们",4,2,2,2
2,"不用去",3,3,4,5
3,"不用去了",4,2,2,2
2,"不用再",3,5,5,5
2,"不用人让",4,2,2,2
2,"不用提",3,4,4,4
2,"不用多说了",5,3,3,3
2,"不用叫他",4,2,2,2
2,"不用理他",4,2,2,2
2,"不用回避",4,2,2,2
1,"不成",2,208,219,262
2,"不成了",3,13,13,13
2,"不成人",3,8,8,8
1,"不在",2,47,62,255
2,"不在家",3,70,72,75
2,"不在话下",4,66,66,66
2,"不在意",3,10,11,12
2,"不在房中",4,6,6,6
2,"不在房里",4,3,3,3
2,"不在屋里",4,4,4,4
2,"不在他手里",5,2,2,2
1,"不如",2,75,112,220
2,"不如我",3,11,12,15
3,"不如我们",4,4,4,4
2,"不如你",3,9,11,13
2,"不如趁",3,4,5,6
3,"不如趁着",4,2,2,2
2,"不如把",3,4,5,6
3,"不如把这",4,2,2,2
2,"不如意",3,3,4,6
3,"不如意事",4,1,2,3
4,"不如意事常有",6,2,2,2
2,"不如叫他",4,3,3,3
2,"不如不说",4,3,3,3
2,"不如咱们",4,5,5,5
2,"不如这会子",5,3,3,3
2,"不如大家",4,4,4,4
2,"不如还",3,4,4,4
2,"不如此",3,4,4,4
2,"不如早些",4,1,2,3
3,"不如早些死了",6,2,2,2
2,"不如一",3,4,4,4
2,"不如打发",4,2,2,2
2,"不如借了",4,2,2,2
1,"不见",2,89,110,207
2,"不见了",3,31,32,33
2,"不见人",3,6,7,8
2,"不见回来",4,3,3,3
2,"不见你们",4,2,2,2
2,"不见他们",4,2,2,2
2,"不见一半",4,2,2,2
2,"不见面了",4,2,2,2
1,"不必",2,84,108,203
2,"不必说",3,23,24,30
3,"不必说了",4,7,7,7
2,"不必多赘",4,2,2,2
2,"不必过虑",4,2,2,2
2,"不必过来",4,2,2,2
2,"不必来",3,5,5,5
2,"不必再提",4,2,2,2
2,"不必挂念",4,4,4,4
2,"不必告诉",4,4,4,4
2,"不必等我",4,3,3,3
2,"不必惊动",4,2,2,2
2,"不必忙",3,3,3,3
1,"不要",2,79,112,190
2,"不要了",3,10,10,10
2,"不要紧",3,7,7,7
2,"不要他",3,4,5,6
3,"不要他了",4,2,2,2
2,"不要那些",4,2,2,2
2,"不要说",3,5,5,5
2,"不要的",3,5,5,5
2,"不要你",3,5,5,5
2,"不要胡思乱想",6,3,3,3
2,"不要难为了",5,2,2,2
2,"不要在这里",5,2,2,2
1,"不肯",2,86,118,190
2,"不肯说",3,6,7,11
3,"不肯说出来",5,4,4,4
2,"不肯来",3,5,5,5
2,"不肯多言",4,2,2,2
2,"不肯给他",4,2,2,2
2,"不肯回",3,4,4,4
2,"不肯出来",4,2,2,2
2,"不肯赏脸",4,2,2,2
1,"不住",2,117,134,183
2,"不住了",3,8,8,8
1,"不出",2,34,53,175
2,"不出去",3,15,15,15
2,"不出一个",4,2,3,4
1,"不觉",2,52,82,173
2,"不觉的",3,14,15,16
3,"不觉的红了脸",6,2,2,2
2,"不觉又",3,6,9,13
3,"不觉又伤起心来",7,2,2,2
2,"不觉红了脸",5,9,9,9
2,"不觉心",3,5,7,9
3,"不觉心动",4,2,2,2
3,"不觉心中",4,2,2,2
2,"不觉滴下泪来",6,7,7,7
2,"不觉得",3,6,6,6
2,"不觉就",3,5,5,5
2,"不觉流下泪来",6,3,3,3
2,"不觉将",3,4,4,4
2,"不觉神魂",4,2,2,2
2,"不觉打了",4,2,2,2
2,"不觉一阵",4,2,2,2
2,"不觉长叹一声",6,2,2,2
2,"不觉滚下泪来",6,2,2,2
2,"不觉掉下泪来",6,2,2,2
1,"不大",2,45,76,168
2,"不大理",3,4,7,14
2,"不大说话",4,2,3,5
3,"不大说话的",5,3,3,3
2,"不大懂",3,3,4,5
3,"不大懂得",4,2,2,2
2,"不大喜欢",4,3,3,3
2,"不大认得",4,3,3,3
2,"不大甚",3,4,4,4
2,"不大会作",4,2,2,2
2,"不大明白",4,3,3,3
1,"不可",2,87,109,155
2,"不可胜数",4,3,3,3
2,"不可胜记",4,2,2,2
2,"不可不",3,5,5,5
2,"不可当面错过",6,3,3,3
2,"不可多",3,4,4,4
2,"不可过于",4,2,2,2
1,"不来",2,95,104,133
2,"不来了",3,11,11,11
2,"不来的",3,7,7,7
2,"不来瞧我",4,2,2,2
1,"不许",2,54,76,131
2,"不许他",3,3,6,10
3,"不许他吃",4,3,3,3
3,"不许他胡",4,2,2,2
3,"不许他在",4,2,2,2
2,"不许我",3,9,9,9
2,"不许动",3,5,5,5
2,"不许你",3,3,4,5
3,"不许你们",4,2,2,2
2,"不许叫",3,4,4,4
2,"不许再",3,4,4,4
2,"不许声张",4,3,3,3
2,"不许多吃",4,2,2,2
2,"不许在老太太跟前",8,2,2,2
2,"不许人",3,3,3,3
1,"不着",2,71,85,130
2,"不着的",3,7,7,7
2,"不着你",3,5,6,7
3,"不着你的",4,2,2,2
2,"不着这些",4,2,2,2
1,"不理",2,32,38,129
2,"不理他",3,27,28,29
2,"不理论",3,19,21,23
2,"不理我",3,16,17,19
1,"不去",2,86,95,125
2,"不去了",3,11,11,11
1,"不曾",2,67,88,123
2,"不曾见",3,3,4,7
3,"不曾见过",4,4,4,4
2,"不曾留心",4,2,2,2
1,"不管",2,59,73,116
2,"不管了",3,10,10,10
2,"不管事",3,5,6,9
2,"不管怎样",4,4,4,4
2,"不管怎么",4,2,2,2
2,"不管你",3,5,5,5
2,"不管那里",4,2,2,2
2,"不管叫个",4,2,2,2
2,"不管青红皂白",6,2,2,2
1,"不说",2,49,64,106
2,"不说了",3,17,17,17
2,"不说你",3,5,6,7
3,"不说你们",4,2,2,2
2,"不说出来",4,4,4,4
2,"不说咱们不",5,2,2,2
2,"不说话",3,3,3,3
1,"不言",2,18,21,103
2,"不言语",3,68,69,80
1,"不想",2,48,67,103
2,"不想到",3,4,5,6
3,"不想到今",4,2,2,2
2,"不想一",3,4,5,6
3,"不想一头",4,2,2,2
2,"不想宝玉",4,5,5,5
2,"不想这",3,5,5,5
2,"不想二爷",4,4,4,4
2,"不想我",3,3,3,3
1,"不然",2,85,90,100
2,"不然就是",4,3,3,3
1,"不便",2,61,73,95
2,"不便宜",3,4,4,4
2,"不便来",3,3,3,3
2,"不便了",3,3,3,3
2,"不便为这点",5,2,2,2
1,"不依",2,68,73,94
1,"不提",2,72,78,91
1,"不免",2,28,47,90
2,"不免又",3,15,17,19
3,"不免又流下泪来",7,2,2,2
2,"不免心中",4,3,3,3
2,"不免一",3,4,4,4
2,"不免对月",4,2,2,2
2,"不免哭",3,3,3,3
2,"不免也",3,3,3,3
2,"不免落下泪来",6,2,2,2
2,"不免疑惑起来",6,2,2,2
2,"不免滴下泪来",6,2,2,2
2,"不免流下泪来",6,2,2,2
2,"不免掉下泪来",6,2,2,2
1,"不叫",2,21,28,86
2,"不叫我",3,13,15,22
3,"不叫我们",4,3,3,3
2,"不叫他",3,11,14,20
3,"不叫他们",4,4,4,4
3,"不叫他去",4,3,3,3
2,"不叫你",3,5,6,7
3,"不叫你们",4,2,2,2
2,"不叫人",3,7,7,7
2,"不叫宝玉",4,3,3,3
1,"不但",2,37,48,85
2,"不但不",3,10,12,19
3,"不但不能",4,7,7,7
2,"不但我",3,4,5,6
3,"不但我的",4,2,2,2
2,"不但是",3,5,5,5
2,"不但没",3,4,4,4
1,"不怕",2,45,54,84
2,"不怕你恼",4,3,3,3
2,"不怕你老人家",6,2,2,2
2,"不怕你们",4,2,2,2
2,"不怕他",3,5,5,5
1,"不了",2,39,48,81
2,"不了的",3,13,14,16
2,"不了一",3,6,6,6
1,"不多",2,30,37,79
2,"不多时",3,17,17,17
2,"不多几时",4,3,3,3
2,"不多几日",4,2,2,2
2,"不多几年",4,2,2,2
2,"不多一时",4,4,4,4
2,"不多一回",4,3,3,3
2,"不多一会",4,2,2,2
2,"不多远",3,5,5,5
1,"不信",2,63,68,79
2,"不信的",3,7,7,7
1,"不到",2,41,48,74
2,"不到之处",4,3,3,3
1,"不及",2,52,59,73
2,"不及他",3,5,6,7
3,"不及他一",4,2,2,2
2,"不及你",3,3,3,3
1,"不自在",3,42,45,52
1,"不放",2,15,23,72
2,"不放心",3,32,33,38
2,"不放在心上",5,3,3,3
2,"不放在眼里",5,2,2,2
2,"不放他进来",5,2,2,2
1,"不上",2,36,45,72
2,"不上一月",4,3,3,3
2,"不上学",3,3,3,3
1,"不像",2,32,42,70
2,"不像是",3,6,7,8
2,"不像那些",4,2,2,2
2,"不像样",3,3,3,3
2,"不像先时",4,2,2,2
2,"不像个茶",4,2,2,2
1,"不起",2,35,41,68
2,"不起这",3,5,5,5
1,"不尽",2,57,60,67
1,"不吃",2,32,39,66
2,"不吃饭",3,7,8,11
2,"不吃药了",4,2,2,2
2,"不吃茶",3,5,5,5
1,"不该",2,26,41,64
2,"不该这么",4,2,2,2
2,"不该娶",3,3,3,3
2,"不该私自传送",6,2,2,2
1,"不答",2,17,21,57
1,"不禁",2,29,40,55
2,"不禁又",3,4,4,4
2,"不禁叫好",4,2,2,2
2,"不禁也",3,3,3,3
2,"不禁滚下泪来",6,2,2,2
2,"不禁嚎啕大哭",6,2,2,2
1,"不会",2,34,40,55
2,"不会说话",4,4,5,6
3,"不会说话了",5,2,2,2
2,"不会作",3,4,4,4
2,"不会联句",4,3,3,3
2,"不会的",3,3,3,3
2,"不会和人拌嘴",6,2,2,2
1,"不愿意",3,38,39,40
1,"不同",2,44,48,52
1,"不听",2,30,35,51
2,"不听见",3,10,11,12
2,"不听我的话",5,3,3,3
1,"不错",2,39,41,48
1,"不认得",3,22,27,36
2,"不认得这是",5,2,2,2
2,"不认得字的",5,2,2,2
1,"不给",2,22,27,45
2,"不给他",3,6,7,8
3,"不给他洗",4,2,2,2
2,"不给你",3,6,6,6
2,"不给我们",4,2,2,2
1,"不妨",2,31,33,45
2,"不妨事",3,9,10,12
1,"不解",2,32,35,44
2,"不解何故",4,2,2,2
1,"不算",2,30,34,44
2,"不算外",3,6,6,6
1,"不回",2,19,23,43
2,"不回去",3,3,6,12
3,"不回去也罢",5,2,2,2
2,"不回家",3,4,4,4
1,"不为",2,25,30,42
2,"不为别的",4,8,8,8
2,"不为什么",4,3,3,3
1,"不防",2,34,35,39
2,"不防头",3,5,5,5
1,"不和",2,15,19,39
2,"不和你好你怎么样",8,4,4,4
2,"不和你们",4,2,2,2
2,"不和我说",4,3,3,3
1,"不似往日",4,6,6,6
1,"不似往常",4,2,2,2
1,"不似先前",4,3,4,7
1,"不下",2,23,27,39
2,"不下来",3,8,8,8
1,"不比",2,16,23,38
2,"不比别人",4,3,3,3
2,"不比那些",4,2,2,2
2,"不比往日",4,2,2,2
2,"不比先前",4,2,2,2
1,"不懂",2,23,28,38
2,"不懂事",3,5,5,5
1,"不顾",2,29,32,37
1,"不够",2,29,31,36
1,"不明白",3,17,19,24
1,"不安",2,25,28,35
2,"不安分守",4,2,2,2
1,"不等说完",4,10,11,13
2,"不等说完便道",6,3,3,3
1,"不等着",3,4,4,4
1,"不与",2,16,22,34
2,"不与别",3,4,4,4
2,"不与你相干",5,3,3,3
2,"不与我相干",5,3,3,3
1,"不足",2,24,27,33
2,"不足喻其",4,4,4,4
1,"不相干",3,16,17,22
1,"不动",2,27,29,33
1,"不问",2,17,23,32
2,"不问你们",4,2,2,2
1,"不忍",2,24,28,32
1,"不料",2,20,25,31
2,"不料我",3,3,3,3
1,"不容分说",4,5,5,5
1,"不语",2,30,30,30
1,"不留神",3,7,7,7
1,"不妥",2,23,25,30
2,"不妥当",3,5,5,5
1,"不喜欢",3,11,13,15
1,"不枉了老",4,2,2,2
1,"不枉老太太疼他一场",9,2,2,2
1,"不枉姑娘待我们奶奶",9,2,2,2
1,"不枉天恩祖德",6,2,2,2
1,"不清",2,23,25,28
1,"不止",2,24,26,28
1,"不干不净的",5,4,4,4
1,"不一",2,17,18,28
2,"不一时",3,11,11,11
1,"不至",2,17,21,26
1,"不看",2,16,19,26
2,"不看则已",4,4,4,4
2,"不看你素日",5,2,2,2
2,"不看他",3,3,3,3
1,"不开",2,14,18,26
2,"不开门",3,4,4,4
1,"不打紧",3,3,4,5
2,"不打紧的",4,2,2,2
1,"不打谅",3,3,3,3
1,"不作",2,17,19,25
1,"不进",2,14,16,24
2,"不进来",3,5,5,5
2,"不进去",3,5,5,5
1,"不犯着",3,11,11,11
1,"不定",2,24,24,24
1,"不真",2,20,21,23
1,"不拘什么",4,4,4,4
1,"不拘那里",4,2,2,2
1,"不拘怎么",4,2,2,2
1,"不迟",2,19,20,22
1,"不甚明白",4,3,3,3
1,"不甚大",3,3,3,3
1,"不论",2,19,20,21
1,"不时",2,17,18,20
2,"不时的",3,3,3,3
1,"不早来",3,5,5,5
1,"不早了",3,3,3,3
1,"不惯",2,15,17,20
2,"不惯见人",4,3,3,3
1,"不远",2,19,19,19
1,"不胜",2,15,17,19
1,"不伤心",3,6,7,8
2,"不伤心落泪",5,2,2,2
1,"不难",2,18,18,18
1,"不识字",3,3,3,3
1,"不由的",3,4,4,4
1,"不服",2,18,18,18
1,"不拿出来",4,2,2,2
1,"不配",2,17,17,17
1,"不舍",2,15,16,17
1,"不消细说",4,3,3,3
1,"不长进",3,4,5,9
1,"不差",2,13,14,16
1,"不发",2,16,16,16
1,"不记得",3,12,13,14
1,"不死的",3,7,7,7
1,"不合时宜",4,3,3,3
1,"不做官",3,4,4,4
1,"不值什么",4,10,10,10
1,"不从",2,13,14,15
1,"不遂心",3,5,6,9
2,"不遂心的",4,1,2,4
3,"不遂心的事",5,3,3,3
1,"不的",2,14,14,14
1,"不生气",3,6,6,6
1,"不送来",3,4,4,4
1,"不耐烦",3,11,11,11
1,"不晓得",3,6,7,8
2,"不晓得什么",5,2,2,2
1,"不改",2,12,12,12
1,"不念书",3,3,3,3
1,"不念旧",3,3,3,3
1,"不害臊",3,10,10,10
1,"不肖的",3,3,3,3
1,"不爱看",3,3,3,3
1,"不待说完",4,5,5,5
1,"不俗",2,11,11,11
1,"不很明白",4,2,2,2
1,"不常过来",4,4,4,4
1,"不舒服",3,9,9,9
1,"不周到",3,3,3,3
1,"不周不备",4,2,2,2
1,"不经心",3,2,2,2
1,"不经之",3,2,2,2
1,"不济事",3,2,2,2
1,"不换了",3,2,2,2
1,"不令他",3,2,2,2
1,"不这样",3,6,6,6
1,"不行礼",3,2,2,2
1,"不灵验",3,2,2,2
1,"不期这",3,2,2,2
1,"不日就要",4,2,2,2
1,"不日要",3,2,2,2
1,"不散的",3,1,2,3
1,"不饶你",3,2,2,2
1,"不露出",3,2,2,2
1,"不跟着",3,2,2,2
1,"不教导",3,2,2,2
1,"不教你",3,2,2,2
1,"不思饮食",4,2,2,2
1,"不思想",3,2,2,2
1,"不实之",3,2,2,2
1,"不守分安常",5,2,2,2
1,"不守舍",3,2,2,2
1,"不读书之",4,2,2,2
1,"不避嫌疑",4,3,3,3
1,"不让人",3,2,2,2
1,"不替你",3,2,2,2
1,"不幸之",3,3,3,3
1,"不写了",3,2,2,2
1,"不须多",3,3,3,3
1,"不近人情",4,2,2,2
1,"不计较",3,2,2,2
1,"不计其",3,2,2,2
1,"不老成",3,2,2,2
1,"不疑心",3,2,2,2
1,"不热闹",3,3,3,3
1,"不烦他",3,2,2,2
1,"不活着",3,2,2,2
1,"不抱怨",3,3,3,3
1,"不愁不",3,2,2,2
1,"不惊动",3,2,2,2
1,"不奉承",3,2,2,2
1,"不公道",3,2,2,2
1,"不费事",3,2,2,2
1,"不敬服",3,2,2,2
1,"不撒谎",3,2,2,2
1,"不按例",3,2,2,2
1,"不指望",3,2,2,2
1,"不戴冠",3,2,2,2
1,"不怜下",3,2,2,2
1,"不巧了",3,2,2,2
1,"不哄你",3,2,2,2
1,"不则声",3,2,2,2
1,"不争气的",4,2,2,2
0,"一",1,350,840,12127
1,"一个",2,413,603,1520
2,"一个人",3,91,114,168
3,"一个人在这里",6,3,3,3
3,"一个人不",4,5,5,5
3,"一个人拿",4,4,4,4
3,"一个人知道",5,2,2,2
2,"一个小",3,18,29,73
3,"一个小厮",4,8,8,8
3,"一个小小的",5,2,2,2
3,"一个小姑娘",5,2,2,2
2,"一个丫头",4,17,19,22
3,"一个丫头说道",6,2,2,2
2,"一个丫鬟笑",5,2,2,2
2,"一个是",3,20,24,29
3,"一个是林",4,3,3,3
3,"一个是我们姑",6,2,2,2
2,"一个月",3,22,23,28
2,"一个老",3,7,9,24
2,"一个女",3,5,8,23
3,"一个女孩儿",5,4,5,7
3,"一个女孩子",5,3,3,3
3,"一个女儿",4,4,4,4
2,"一个不",3,12,16,23
2,"一个大",3,17,18,22
3,"一个大夫",4,3,4,5
4,"一个大夫来",5,2,2,2
2,"一个好",3,15,16,19
2,"一个个",3,11,13,16
3,"一个个都是",5,2,2,2
2,"一个字",3,6,9,15
3,"一个字儿",4,4,4,4
3,"一个字帖儿",5,2,2,2
2,"一个婆子",4,10,11,13
3,"一个婆子来",5,3,3,3
2,"一个又",3,5,8,12
3,"一个又说",4,3,3,3
2,"一个道",3,7,8,11
2,"一个也",3,6,8,11
3,"一个也不",4,3,3,3
2,"一个男人",4,8,9,10
3,"一个男人也没有",7,2,2,2
2,"一个媳妇",4,6,8,10
3,"一个媳妇进来",6,2,2,2
3,"一个媳妇来",5,2,2,2
